ISO_code,Continent,Country/Region,Date,Total Recovered,Total Recovered Smooth (7 days)
DEU,Europe,Germany,2021-03-23,2448052,2427527.714285714
DEU,Europe,Germany,2021-03-24,2468891,2437141.285714286
DEU,Europe,Germany,2021-03-25,2473374,2445806.1428571427
DEU,Europe,Germany,2021-03-26,2485916,2454936.5714285714
DEU,Europe,Germany,2021-03-27,2496463,2464407.285714286
DEU,Europe,Germany,2021-03-28,2505347,2474222.714285714
DEU,Europe,Germany,2021-03-29,2511652,2484242.1428571427
DEU,Europe,Germany,2021-03-30,2521073,2494673.714285714
DEU,Europe,Germany,2021-03-31,2538699,2504646.285714286
DEU,Europe,Germany,2021-04-01,2555526,2516382.285714286
DEU,Europe,Germany,2021-04-02,2571466,2528603.714285714
DEU,Europe,Germany,2021-04-03,2585053,2541259.4285714286
DEU,Europe,Germany,2021-04-04,2595213,2554097.4285714286
DEU,Europe,Germany,2021-04-05,2603221,2567178.714285714
DEU,Europe,Germany,2021-04-06,2623944,2581874.5714285714
DEU,Europe,Germany,2021-04-07,2647472,2597413.5714285714
DEU,Europe,Germany,2021-04-08,2668907,2613610.8571428573
DEU,Europe,Germany,2021-04-09,2689437,2630463.8571428573
DEU,Europe,Germany,2021-04-10,2706978,2647881.714285714
DEU,Europe,Germany,2021-04-11,2708661,2664088.5714285714
DEU,Europe,Germany,2021-04-12,2718778,2680596.714285714
DEU,Europe,Germany,2021-04-13,2742209,2697491.714285714
DEU,Europe,Germany,2021-04-14,2767023,2714570.4285714286
DEU,Europe,Germany,2021-04-15,2789468,2731793.4285714286
DEU,Europe,Germany,2021-04-16,2805384,2748357.285714286
DEU,Europe,Germany,2021-04-17,2808987,2762930.0
DEU,Europe,Germany,2021-04-18,2819237,2778726.5714285714
DEU,Europe,Germany,2021-04-19,2825141,2793921.285714286
DEU,Europe,Germany,2021-04-20,2832625,2806837.8571428573
DEU,Europe,Germany,2021-04-21,2862492,2820476.285714286
DEU,Europe,Germany,2021-04-22,2888708,2834653.4285714286
DEU,Europe,Germany,2021-04-23,2912397,2849941.0
DEU,Europe,Germany,2021-04-24,2931018,2867374.0
DEU,Europe,Germany,2021-04-25,2933626,2883715.285714286
DEU,Europe,Germany,2021-04-26,2945776,2900948.8571428573
DEU,Europe,Germany,2021-04-27,2974856,2921267.5714285714
DEU,Europe,Germany,2021-04-28,3005683,2941723.4285714286
DEU,Europe,Germany,2021-04-29,3030548,2961986.285714286
DEU,Europe,Germany,2021-04-30,3054182,2982241.285714286
DEU,Europe,Germany,2021-05-01,3074302,3002710.4285714286
